run_id,model_alias,task_id,condition_id,seed,template_block,template_id,temperature,controlled_user_policy,deployment_id,deployment_base_url,config_hash,model_config_hash,tasks_config_hash,task_set_hash,template_hash,policy_annotation_hash,controlled_user_hash,evaluator_hash,source_bundle_hash,benchmark_manifest_hash,git_commit
gemma4_31b__retail_21__praise_trust_single__seed300__tpl0__temp0.0,gemma4_31b,retail_21,praise_trust_single,300,0,praise_trust_single_0,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__praise_affect_single__seed300__tpl0__temp0.0,gemma4_31b,retail_21,praise_affect_single,300,0,praise_affect_single_0,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__neutral_repeated__seed301__tpl1__temp0.0,gemma4_31b,retail_21,neutral_repeated,301,1,neutral_repeated_1,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__insult_single__seed301__tpl1__temp0.0,gemma4_31b,retail_21,insult_single,301,1,insult_single_1,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__neutral_single__seed300__tpl0__temp0.0,gemma4_31b,retail_21,neutral_single,300,0,neutral_single_0,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__neutral_single__seed303__tpl3__temp0.0,gemma4_31b,retail_21,neutral_single,303,3,neutral_single_3,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__abuse_repeated__seed303__tpl3__temp0.0,gemma4_31b,retail_21,abuse_repeated,303,3,abuse_repeated_3,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__praise_affect_single__seed302__tpl2__temp0.0,gemma4_31b,retail_21,praise_affect_single,302,2,praise_affect_single_2,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__abuse_repeated__seed302__tpl2__temp0.0,gemma4_31b,retail_21,abuse_repeated,302,2,abuse_repeated_2,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__neutral_repeated__seed302__tpl2__temp0.0,gemma4_31b,retail_21,neutral_repeated,302,2,neutral_repeated_2,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__praise_affect_single__seed304__tpl4__temp0.0,gemma4_31b,retail_21,praise_affect_single,304,4,praise_affect_single_4,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__neutral_single__seed304__tpl4__temp0.0,gemma4_31b,retail_21,neutral_single,304,4,neutral_single_4,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__insult_single__seed302__tpl2__temp0.0,gemma4_31b,retail_21,insult_single,302,2,insult_single_2,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
gemma4_31b__retail_21__insult_single__seed300__tpl0__temp0.0,gemma4_31b,retail_21,insult_single,300,0,insult_single_0,0.0,frozen_yaml,http://127.0.0.1:8005/v1,http://127.0.0.1:8005/v1,97232df50a3d0c426213839d27b619acffd2847d488d51026ca944751f619acd,1aa05098d9858770404bf2ed0127f5dfcdf77c7e776c79fd37eb5f742c65bdda,37d34950824ca9322d728beb906090454aa599b5cbce4ea0983b78f68cda2a35,a4dd7b426e0ea102b848d4e5ed7a7fd50bc47a04e56c74279b8ea92d9c3f9ffc,7458c80f91882cd0c095544e62419c5e06c6ddd54444c5d0720711dc293c930c,43e13009d146290e34abe06d8bc546b0a2b340a0b70f6a522ac559cc4e5fe72a,93c30e060b5d779a00f64dc920e3d31314c74a32e8294d0cbd2fd3297b635bdd,311cae645ca75382cd7cf3d756fc284c4220fb67d8da2c7632fe5837130895d1,f4c7c74d26a600f2e808b36f06b32eb2d68bf1cf2b59324f2be1691f642dc63c,f4626d9b1a52829b002cc2562f4db4ea0afe649dc196daa4dd21442dfb1c7d95,ed800bc1868e100ba8c942781053f3a6c2b4d240
