source_path,relative_path,sha256,size_bytes,modified_time,extension,asset_category,experiment_round,evidence_status,audit_note
/home/xqin5/llmlanguage/interactional_robustness_pilot/results_qwen/run_order_temp_0.2.json,interactional_robustness_pilot/results_qwen/run_order_temp_0.2.json,c1d9467551975c9b6a8945b72c92b10361c226e6a0144b29cbdd783843a6c355,8659,2026-06-03T21:36:25.490510-05:00,.json,result_json,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/results_qwen/tool_logs.jsonl,interactional_robustness_pilot/results_qwen/tool_logs.jsonl,ad3701b8aeedb3be1ed9724b433300372bf2da56db6fc8c552d68fc5c10dfb77,334608,2026-06-03T21:36:25.490510-05:00,.jsonl,result_json,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/run_experiment.py,interactional_robustness_pilot/run_experiment.py,9886596e580975463d4dd7305acee646cc697b521eaefb985a3e80ae241fc531,5356,2026-06-02T21:19:49.324217-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/run_preflight.py,interactional_robustness_pilot/run_preflight.py,dedd36c7f010bb630286427154383b35fb25ee37c3823de51486f0d130425dcf,12267,2026-06-02T21:26:27.615255-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__init__.py,interactional_robustness_pilot/src/__init__.py,919483b8d1d723e02fa4ef6076b68d6a626b4ef3d78ab9bba838eb59740f6440,47,2026-06-02T21:14:59.820918-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/__init__.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/__init__.cpython-312.pyc,ae4949a590cf8b741c04259fafe56d3db15c06e7593c815c1f14652b8b645b78,166,2026-06-04T16:56:18.192538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/agent_loop.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/agent_loop.cpython-312.pyc,b8ef23c866d39a9680903256a471d92893e24fb12147e1053eacaa9074e01818,7057,2026-06-04T16:56:18.192538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/evaluators.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/evaluators.cpython-312.pyc,8a70707841f54046901ccc2aa5e4e8b74a8fe0320fe2157fa9eb61c3816e6f53,13141,2026-06-04T16:56:18.196538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/manipulation_checks.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/manipulation_checks.cpython-312.pyc,9fb2cbcf981c9cd770f891c4646255ff518ac3aa878989cee10366b17141c82e,5855,2026-06-04T16:56:18.196538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/model_client.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/model_client.cpython-312.pyc,d6da495c3a5182f61768c85ef10ec7622fb86831cad799cca224a6ece421513e,6774,2026-06-04T16:56:18.200538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/plotting.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/plotting.cpython-312.pyc,1c49df87f923e5c44546287e7bc2b98372b94eeb995422ac533224af64219ea7,9888,2026-06-04T16:56:18.200538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/statistics.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/statistics.cpython-312.pyc,9cb74dcfb6347dfb5169ee91d3c2b289d273d663b48e55d8e35a85e5556b6672,4665,2026-06-04T16:56:18.200538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/tool_environment.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/tool_environment.cpython-312.pyc,d4a75ec720ef197452c17e67eb028c1e8b10be0427dd993bcc04d394783ad067,18809,2026-06-04T16:56:18.204538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/__pycache__/utils.cpython-312.pyc,interactional_robustness_pilot/src/__pycache__/utils.cpython-312.pyc,22f4a91d2fe0ba410e33b87c88934add0587fe93e3140849d46ba875b550e3a3,8877,2026-06-04T16:56:18.208538-05:00,.pyc,other,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/agent_loop.py,interactional_robustness_pilot/src/agent_loop.py,d844f46610eda726f09ebbef17555481ed72e6df6248d7e57b1a6f64117f079c,6378,2026-06-02T21:17:58.044487-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/evaluators.py,interactional_robustness_pilot/src/evaluators.py,c2666825a4d650392d941046e6daf09e2ffa2a785ec5fb1411142467b0ea2f28,9770,2026-06-02T21:17:05.556614-05:00,.py,evaluator_or_analysis_code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/manipulation_checks.py,interactional_robustness_pilot/src/manipulation_checks.py,410eb9542f12eb0a33ca2167cf7e77fed0f845b03070128cc08c0276f5aee51f,5953,2026-06-02T21:16:04.112762-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/model_client.py,interactional_robustness_pilot/src/model_client.py,f1fe3b8dfc75157f2cadb03d0700f815afd8ae458c6682fefb4f1faaedbb5fc4,4058,2026-06-02T21:15:27.416851-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/plotting.py,interactional_robustness_pilot/src/plotting.py,8884fc36e640d0723e60e7e922f2e1c45e1df92d887c203131366ad961419334,6717,2026-06-02T21:22:02.959894-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/statistics.py,interactional_robustness_pilot/src/statistics.py,ed29b9cb07a6ed58de1c71126f495eec495193ea66a72d0e110588ce45d3efa8,2072,2026-06-02T21:22:02.655895-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/tool_environment.py,interactional_robustness_pilot/src/tool_environment.py,37e2b964505c127cdf63a73d3948466c35971d9819e80fa06c9f1982c4b4ece1,15011,2026-06-02T21:15:00.116917-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/interactional_robustness_pilot/src/utils.py,interactional_robustness_pilot/src/utils.py,f6c6afbfdebd31db19238ad750867681addd7478c9c8617fd4db6f44a40f55ee,4602,2026-06-02T21:14:59.968918-05:00,.py,code,pilot,CONTEXTUAL,Project context or documentation.
/home/xqin5/llmlanguage/ir_mstu_stage2/.git/COMMIT_EDITMSG,ir_mstu_stage2/.git/COMMIT_EDITMSG,0662c65f5c566a0a852a09b09dd47349fc9d8f150b178ef5ffff60faeb7b2a67,76,2026-07-12T22:30:25.375520-05:00,,other,stage2,EXCLUDED_FROM_PAPER,Historical contaminated/repair-stage evidence.
