episode_id,batch,benchmark,model,task_id,task_type,family,condition,repeat,success,outcome_class,infra_failure,total_tool_calls,verification_depth,reads_before_first_mutation,first_state_changing_step,clarification_turns,no_state_change,verification_effort,total_verification_calls,duplicate_reads,alternative_evidence_calls,min_prereq_verification_calls,min_viable_total_verification_calls,n_interventions,mean_selector_score,mean_intervention_tokens
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C1|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C1,1,0,wrong_state_changing,0,23,1.0,1,1,6,0,4.25,17,9,6,1,4,0,,
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C2|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C2,1,0,wrong_state_changing,0,23,1.0,1,1,5,0,4.0,16,5,6,1,4,0,,
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C3|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C3,1,0,wrong_state_changing,0,16,1.0,1,1,6,0,2.5,10,3,6,1,4,6,,7
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C4|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C4,1,0,wrong_state_changing,0,32,1.0,1,1,2,0,5.75,23,13,5,1,4,4,0.8045,8.25
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C5|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C5,1,0,budget_exhausted,0,94,1.0,1,1,2,0,20.75,83,66,9,1,4,6,,32
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C0|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C0,2,0,wrong_state_changing,0,41,1.0,1,1,6,0,8.0,32,14,9,1,4,0,,
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C1|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C1,2,0,wrong_state_changing,0,23,1.0,1,1,6,0,4.25,17,9,6,1,4,0,,
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C2|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C2,2,0,wrong_state_changing,0,23,1.0,1,1,5,0,4.0,16,5,6,1,4,0,,
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C3|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C3,2,0,wrong_state_changing,0,16,1.0,1,1,6,0,2.5,10,3,6,1,4,6,,7
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C4|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C4,2,0,wrong_state_changing,0,32,1.0,1,1,2,0,5.75,23,13,5,1,4,4,0.8045,8.25
confirmatory|bfcl|multi_turn_miss_param_2|qwen25_72b|C5|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_2,miss_param,compression,C5,2,0,budget_exhausted,0,94,1.0,1,1,2,0,20.75,83,66,9,1,4,6,,32
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C0|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C0,0,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C1|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C1,0,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C2|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C2,0,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C3|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C3,0,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,5,,7
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C4|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C4,0,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,4,4.8711,11.25
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C5|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C5,0,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,5,,32
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C0|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C0,1,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C1|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C1,1,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C2|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C2,1,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C3|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C3,1,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,5,,7
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C4|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C4,1,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,4,4.8711,11.25
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C5|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C5,1,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,5,,32
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C0|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C0,2,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C1|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C1,2,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C2|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C2,2,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,0,,
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C3|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C3,2,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,5,,7
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C4|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C4,2,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,4,4.8711,11.25
confirmatory|bfcl|multi_turn_base_191|qwen25_72b|C5|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_191,base,compression,C5,2,1,correct_endpoint,0,5,1.0,3,3,0,0,1.0,3,0,3,3,3,5,,32
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C0|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C0,0,0,wrong_state_changing,0,6,1.0,2,3,4,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C1|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C1,0,0,wrong_state_changing,0,6,1.0,2,3,2,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C2|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C2,0,0,wrong_state_changing,0,6,1.0,2,3,2,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C3|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C3,0,0,wrong_state_changing,0,6,1.0,2,3,5,0,1.0,3,0,3,2,3,5,,7
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C4|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C4,0,0,wrong_state_changing,0,6,1.0,2,3,4,0,1.0,3,0,3,2,3,4,2.165,8.25
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C5|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C5,0,0,wrong_state_changing,0,7,1.5,3,5,3,0,1.3333333333333333,4,0,3,2,3,5,,32
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C0|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C0,1,0,wrong_state_changing,0,6,1.0,2,3,4,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C1|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C1,1,0,wrong_state_changing,0,6,1.0,2,3,2,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C2|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C2,1,0,wrong_state_changing,0,6,1.0,2,3,2,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C3|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C3,1,0,wrong_state_changing,0,6,1.0,2,3,5,0,1.0,3,0,3,2,3,5,,7
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C4|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C4,1,0,wrong_state_changing,0,6,1.0,2,3,4,0,1.0,3,0,3,2,3,4,2.165,8.25
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C5|r1,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C5,1,0,wrong_state_changing,0,7,1.5,3,5,3,0,1.3333333333333333,4,0,3,2,3,5,,32
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C0|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C0,2,0,wrong_state_changing,0,6,1.0,2,3,4,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C1|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C1,2,0,wrong_state_changing,0,6,1.0,2,3,2,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C2|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C2,2,0,wrong_state_changing,0,6,1.0,2,3,2,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C3|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C3,2,0,wrong_state_changing,0,6,1.0,2,3,5,0,1.0,3,0,3,2,3,5,,7
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C4|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C4,2,0,wrong_state_changing,0,6,1.0,2,3,4,0,1.0,3,0,3,2,3,4,2.165,8.25
confirmatory|bfcl|multi_turn_miss_param_164|qwen25_72b|C5|r2,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_164,miss_param,compression,C5,2,0,wrong_state_changing,0,7,1.5,3,5,3,0,1.3333333333333333,4,0,3,2,3,5,,32
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C0|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C0,0,0,wrong_state_changing,0,13,1.0,1,1,2,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C1|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C1,0,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C2|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C2,0,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C3|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C3,0,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,5,,7
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C4|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C4,0,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,4,0.812,6.75
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C5|r0,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C5,0,0,wrong_state_changing,0,14,3.0,3,4,1,0,3.0,9,2,7,1,3,5,,32
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C0|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C0,1,0,wrong_state_changing,0,13,1.0,1,1,2,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C1|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C1,1,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C2|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C2,1,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C3|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C3,1,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,5,,7
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C4|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C4,1,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,4,0.812,6.75
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C5|r1,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C5,1,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,5,,32
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C0|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C0,2,0,wrong_state_changing,0,13,1.0,1,1,2,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C1|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C1,2,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C2|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C2,2,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,0,,
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C3|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C3,2,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,5,,7
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C4|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C4,2,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,4,0.812,6.75
confirmatory|bfcl|multi_turn_base_72|qwen25_72b|C5|r2,r9v2,bfcl,qwen25_72b,multi_turn_base_72,base,compression,C5,2,0,wrong_state_changing,0,13,1.0,1,1,1,0,2.6666666666666665,8,2,6,1,3,5,,32
confirmatory|bfcl|multi_turn_miss_param_116|qwen25_72b|C0|r0,r9v2,bfcl,qwen25_72b,multi_turn_miss_param_116,miss_param,compression,C0,0,1,correct_endpoint,0,6,1.0,1,1,1,0,1.0,3,0,3,1,3,0,,
