file_id,relative_path,file_name,extension,size,modified_time,experiment_family,likely_role,contains_raw_episode_data,contains_summary_statistics,contains_analysis_code,contains_figures,contains_attack_results,notes
12,POST_MISROUTE_SCIENTIFIC_OPPORTUNITY_MAP_CN_V2.md,POST_MISROUTE_SCIENTIFIC_OPPORTUNITY_MAP_CN_V2.md,.md,33137,2026-08-30,MISROUTE,report/doc,0,0,0,0,0,
13,第二轮实验指导.md,第二轮实验指导.md,.md,32139,2026-06-09,,report/doc,0,0,0,0,0,
14,r8_c2_paper_evidence_dossier_20260722/build_dossier.py,build_dossier.py,.py,97857,2026-07-22,,analysis_code,0,0,1,0,0,
15,r8_c2_paper_evidence_dossier_20260722/R8_C2_PAPER_WRITING_EVIDENCE_DOSSIER_ZH.md,R8_C2_PAPER_WRITING_EVIDENCE_DOSSIER_ZH.md,.md,109185,2026-07-22,,report/doc,0,0,0,0,0,
16,r8_c2_paper_evidence_dossier_20260722/R8_C2_DOSSIER_VALIDATION_REPORT.md,R8_C2_DOSSIER_VALIDATION_REPORT.md,.md,2498,2026-07-22,,report/doc,0,0,0,0,0,
17,r8_c2_paper_evidence_dossier_20260722/R8_C2_DOSSIER_SOURCE_MANIFEST.json,R8_C2_DOSSIER_SOURCE_MANIFEST.json,.json,690377,2026-07-22,,config/frozen/manifest,0,0,0,0,0,
18,r8_c2_paper_evidence_dossier_20260722/R8_C2_DOSSIER_NUMERICAL_RECONCILIATION.csv,R8_C2_DOSSIER_NUMERICAL_RECONCILIATION.csv,.csv,1699,2026-07-22,,summary/analysis_table,0,1,0,0,0,
19,ir_mstu_stage2/README.md,README.md,.md,4882,2026-09-02,,report/doc,0,0,0,0,0,
20,ir_mstu_stage2/GITHUB_WORKFLOW.md,GITHUB_WORKFLOW.md,.md,2135,2026-06-18,,report/doc,0,0,0,0,0,
21,ir_mstu_stage2/data/social_valence_templates.yaml,social_valence_templates.yaml,.yaml,1600,2026-06-09,,other,0,0,0,0,0,
22,ir_mstu_stage2/data/r8_attack/frozen/frozen_policy.json,frozen_policy.json,.json,6768,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
23,ir_mstu_stage2/data/r8_attack/frozen/attack_manifest.json,attack_manifest.json,.json,4188,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
24,ir_mstu_stage2/data/r8_attack/frozen/task_registry.jsonl,task_registry.jsonl,.jsonl,54119,2026-07-18,R8,other,0,0,0,0,1,
25,ir_mstu_stage2/data/r8_attack/frozen/preregistration.json,preregistration.json,.json,1523,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
26,ir_mstu_stage2/data/r9_attack/frozen/calibration_registry.jsonl,calibration_registry.jsonl,.jsonl,9054,2026-08-24,R9,other,0,0,0,0,1,
27,ir_mstu_stage2/data/r9_attack/frozen/environment_manifest.json,environment_manifest.json,.json,807,2026-09-02,R9,config/frozen/manifest,0,0,0,0,1,
28,ir_mstu_stage2/data/r9_attack/frozen/toolsandbox_fact_ledgers.jsonl,toolsandbox_fact_ledgers.jsonl,.jsonl,233025,2026-09-02,R9,other,0,0,0,0,1,
29,ir_mstu_stage2/data/r9_attack/frozen/test_registry.jsonl,test_registry.jsonl,.jsonl,47021,2026-08-24,R9,other,0,0,0,0,1,
30,ir_mstu_stage2/data/r9_attack/frozen/selected_models.json,selected_models.json,.json,1661,2026-09-02,R9,config/frozen/manifest,0,0,0,0,1,
31,ir_mstu_stage2/data/r9_attack/frozen/practical_thresholds.json,practical_thresholds.json,.json,414,2026-09-02,R9,config/frozen/manifest,0,0,0,0,1,
32,ir_mstu_stage2/data/r9_attack/frozen/canonical_messages.jsonl,canonical_messages.jsonl,.jsonl,220753,2026-08-26,R9,other,0,0,0,0,1,
33,ir_mstu_stage2/data/r9_attack/frozen/compression_attacker.json,compression_attacker.json,.json,9384,2026-09-02,R9,config/frozen/manifest,0,0,0,0,1,
34,ir_mstu_stage2/data/r9_attack/frozen/dev_registry.jsonl,dev_registry.jsonl,.jsonl,8867,2026-08-24,R9,other,0,0,0,0,1,
35,ir_mstu_stage2/data/r9_attack/frozen/confounder_registry.jsonl,confounder_registry.jsonl,.jsonl,4802,2026-08-24,R9,other,0,0,0,0,1,
36,ir_mstu_stage2/data/r9_attack/frozen/inflation_attacker.json,inflation_attacker.json,.json,9375,2026-09-02,R9,config/frozen/manifest,0,0,0,0,1,
37,ir_mstu_stage2/data/r7c_ipma/r7c_condition_templates.jsonl,r7c_condition_templates.jsonl,.jsonl,2995992,2026-09-02,R7-C,other,0,0,0,0,0,
38,ir_mstu_stage2/data/r7c_ipma/r7c_task_user_policies.yaml,r7c_task_user_policies.yaml,.yaml,10750,2026-09-02,R7-C,other,0,0,0,0,0,
39,ir_mstu_stage2/data/r7c_ipma/r7c_seed_states.yaml,r7c_seed_states.yaml,.yaml,1341,2026-09-02,R7-C,other,0,0,0,0,0,
40,ir_mstu_stage2/data/r7c_ipma/r7c_task_policy_annotations.yaml,r7c_task_policy_annotations.yaml,.yaml,22432,2026-09-02,R7-C,other,0,0,0,0,0,
41,ir_mstu_stage2/data/r7c_ipma/r7c_tasks.yaml,r7c_tasks.yaml,.yaml,149352,2026-09-02,R7-C,other,0,0,0,0,0,
42,ir_mstu_stage2/data/r7c_ipma/r7c_task_registry.csv,r7c_task_registry.csv,.csv,65079,2026-09-02,R7-C,summary/analysis_table,0,1,0,0,0,
43,ir_mstu_stage2/data/r7c_ipma/frozen/r7c_frozen_templates.jsonl,r7c_frozen_templates.jsonl,.jsonl,2995992,2026-09-02,R7-C,other,0,0,0,0,0,
44,ir_mstu_stage2/data/r7c_ipma/frozen/r7c_endpoint_evaluator_manifest.json,r7c_endpoint_evaluator_manifest.json,.json,53,2026-09-02,R7-C,config/frozen/manifest,0,0,0,0,0,
45,ir_mstu_stage2/data/r7c_ipma/frozen/r7c_noise_floor_protocol.json,r7c_noise_floor_protocol.json,.json,121,2026-09-02,R7-C,config/frozen/manifest,0,0,0,0,0,
46,ir_mstu_stage2/data/r7c_ipma/frozen/r7c_test_tasks.jsonl,r7c_test_tasks.jsonl,.jsonl,103540,2026-09-02,R7-C,other,0,0,0,0,0,
47,ir_mstu_stage2/data/r7c_ipma/frozen/r7c_task_family_registry.csv,r7c_task_family_registry.csv,.csv,4716,2026-09-02,R7-C,summary/analysis_table,0,1,0,0,0,
48,ir_mstu_stage2/data/r7c_ipma/frozen/r7c_pasr_thresholds.json,r7c_pasr_thresholds.json,.json,470,2026-09-02,R7-C,config/frozen/manifest,0,0,0,0,1,
49,ir_mstu_stage2/data/r7c_ipma/human_audit/r7b_pasr_semantic_closure_sample.csv,r7b_pasr_semantic_closure_sample.csv,.csv,92963,2026-09-02,R7-C,summary/analysis_table,0,1,0,0,1,
50,ir_mstu_stage2/data/r7_ipma/r7_ipma_templates.yaml,r7_ipma_templates.yaml,.yaml,5472,2026-09-02,R7,other,0,0,0,0,0,
51,ir_mstu_stage2/data/r7_ipma/r7_task_registry_smoke.csv,r7_task_registry_smoke.csv,.csv,1321,2026-09-02,R7,summary/analysis_table,0,1,0,0,0,
52,ir_mstu_stage2/data/r7_ipma/r7_task_registry.csv,r7_task_registry.csv,.csv,19488,2026-09-02,R7,summary/analysis_table,0,1,0,0,0,
53,ir_mstu_stage2/data/r7_ipma/frozen/r7_task_family_registry.csv,r7_task_family_registry.csv,.csv,3437,2026-09-02,R7,summary/analysis_table,0,1,0,0,0,
54,ir_mstu_stage2/data/r7_ipma/frozen/r7_frozen_templates.jsonl,r7_frozen_templates.jsonl,.jsonl,24053,2026-09-02,R7,other,0,0,0,0,0,
55,ir_mstu_stage2/data/r7_ipma/frozen/r7_dev_tasks.jsonl,r7_dev_tasks.jsonl,.jsonl,7670,2026-09-02,R7,other,0,0,0,0,0,
56,ir_mstu_stage2/data/r7_ipma/frozen/r7_test_tasks.jsonl,r7_test_tasks.jsonl,.jsonl,31432,2026-09-02,R7,other,0,0,0,0,0,
57,ir_mstu_stage2/data/r7_ipma/templates/r7_condition_templates.jsonl,r7_condition_templates.jsonl,.jsonl,24053,2026-09-02,R7,other,0,0,0,0,0,
58,ir_mstu_stage2/data/r7_ipma/human_audit/template_spotcheck_sample.csv,template_spotcheck_sample.csv,.csv,3742,2026-09-02,R7,summary/analysis_table,0,1,0,0,0,
59,ir_mstu_stage2/data/r7_ipma/human_audit/abandonment_label_template.csv,abandonment_label_template.csv,.csv,9089,2026-09-02,R7,summary/analysis_table,0,1,0,0,0,
60,ir_mstu_stage2/data/r7_ipma/human_audit/abandonment_sample.csv,abandonment_sample.csv,.csv,26083,2026-09-02,R7,summary/analysis_table,0,1,0,0,0,
61,ir_mstu_stage2/data/irmstu_tasks/tau_adapted_tasks.yaml,tau_adapted_tasks.yaml,.yaml,6672,2026-06-09,,other,0,0,0,0,0,
62,ir_mstu_stage2/data/irmstu_tasks/tau_adapted_tasks_audit.yaml,tau_adapted_tasks_audit.yaml,.yaml,15718,2026-06-09,,other,0,0,0,0,0,
63,ir_mstu_stage2/data/r7d_ipma/step1/human_template_rating_sheet.csv,human_template_rating_sheet.csv,.csv,4578,2026-09-02,R7-D,summary/analysis_table,0,1,0,0,0,
64,ir_mstu_stage2/data/r7d_ipma/step1/task_process_dags.jsonl,task_process_dags.jsonl,.jsonl,101042,2026-09-02,R7-D,other,0,0,0,0,0,
65,ir_mstu_stage2/data/r7d_ipma/step1/blind_trajectory_key.csv,blind_trajectory_key.csv,.csv,65388,2026-09-02,R7-D,summary/analysis_table,0,1,0,0,0,
66,ir_mstu_stage2/data/r7d_ipma/step1/blind_codebook.md,blind_codebook.md,.md,920,2026-09-02,R7-D,report/doc,0,0,0,0,0,
67,ir_mstu_stage2/data/r7d_ipma/step1/blind_trajectory_cases.csv,blind_trajectory_cases.csv,.csv,138310,2026-09-02,R7-D,summary/analysis_table,0,1,0,0,0,
68,ir_mstu_stage2/data/r7d_ipma/frozen/step2_preregistration.json,step2_preregistration.json,.json,1711,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
69,ir_mstu_stage2/data/r7d_ipma/frozen/step2_task_registry.jsonl,step2_task_registry.jsonl,.jsonl,1877,2026-09-02,R7-D,other,0,0,0,0,0,
70,ir_mstu_stage2/data/r7d_ipma/frozen/step2_1_task_registry.jsonl,step2_1_task_registry.jsonl,.jsonl,1597,2026-09-02,R7-D,other,0,0,0,0,0,
71,ir_mstu_stage2/data/r7d_ipma/frozen/step2_metric_registry.json,step2_metric_registry.json,.json,2037,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
72,ir_mstu_stage2/data/r7d_ipma/frozen/step1b_preregistration_round3.json,step1b_preregistration_round3.json,.json,4467,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
73,ir_mstu_stage2/data/r7d_ipma/frozen/step2_analysis_plan.md,step2_analysis_plan.md,.md,2144,2026-09-02,R7-D,report/doc,0,0,0,0,0,
74,ir_mstu_stage2/data/r7d_ipma/frozen/step2_2_preregistration.json,step2_2_preregistration.json,.json,2349,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
75,ir_mstu_stage2/data/r7d_ipma/frozen/step1b_preregistration.json,step1b_preregistration.json,.json,4368,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
76,ir_mstu_stage2/data/r7d_ipma/frozen/step2_branch_policies.json,step2_branch_policies.json,.json,1085,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
77,ir_mstu_stage2/data/r7d_ipma/frozen/step2_2_registry.jsonl,step2_2_registry.jsonl,.jsonl,8605,2026-09-02,R7-D,other,0,0,0,0,0,
78,ir_mstu_stage2/data/r7d_ipma/frozen/step1c_pos_rubric.json,step1c_pos_rubric.json,.json,4247,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
79,ir_mstu_stage2/data/r7d_ipma/frozen/step1b_preregistration_round2.json,step1b_preregistration_round2.json,.json,4355,2026-09-02,R7-D,config/frozen/manifest,0,0,0,0,0,
80,ir_mstu_stage2/data/r7d_ipma/frozen/step2_3_registry.jsonl,step2_3_registry.jsonl,.jsonl,24698,2026-09-02,R7-D,other,0,0,0,0,0,
81,ir_mstu_stage2/data/r7b_ipma/r7b_condition_templates.jsonl,r7b_condition_templates.jsonl,.jsonl,1370640,2026-09-02,R7-B,other,0,0,0,0,0,
82,ir_mstu_stage2/data/r7b_ipma/r7b_task_registry.csv,r7b_task_registry.csv,.csv,34015,2026-09-02,R7-B,summary/analysis_table,0,1,0,0,0,
83,ir_mstu_stage2/data/r7b_ipma/frozen/r7b_test_tasks.jsonl,r7b_test_tasks.jsonl,.jsonl,46466,2026-09-02,R7-B,other,0,0,0,0,0,
84,ir_mstu_stage2/data/r7b_ipma/frozen/r7b_frozen_templates.jsonl,r7b_frozen_templates.jsonl,.jsonl,1370640,2026-09-02,R7-B,other,0,0,0,0,0,
85,ir_mstu_stage2/data/r7b_ipma/frozen/r7b_pasr_thresholds.json,r7b_pasr_thresholds.json,.json,470,2026-09-02,R7-B,config/frozen/manifest,0,0,0,0,1,
86,ir_mstu_stage2/data/r7b_ipma/frozen/r7b_dev_tasks.jsonl,r7b_dev_tasks.jsonl,.jsonl,11394,2026-09-02,R7-B,other,0,0,0,0,0,
87,ir_mstu_stage2/data/r7b_ipma/frozen/r7b_task_family_registry.csv,r7b_task_family_registry.csv,.csv,3520,2026-09-02,R7-B,summary/analysis_table,0,1,0,0,0,
88,ir_mstu_stage2/data/r7b_ipma/human_audit/template_spotcheck_sample.csv,template_spotcheck_sample.csv,.csv,39826,2026-09-02,R7-B,summary/analysis_table,0,1,0,0,0,
89,ir_mstu_stage2/data/r8b_attack/frozen/r8b_manifest.json,r8b_manifest.json,.json,2278,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
90,ir_mstu_stage2/data/r8b_attack/frozen/r8b_task_registry.json,r8b_task_registry.json,.json,25768,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
91,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_42_rep0.json,airline_42_rep0.json,.json,306,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
92,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_33_rep0.json,retail_33_rep0.json,.json,439,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
93,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_33_rep1.json,retail_33_rep1.json,.json,321,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
94,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_42_rep1.json,airline_42_rep1.json,.json,306,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
95,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_12_rep1.json,airline_12_rep1.json,.json,304,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
96,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_32_rep0.json,airline_32_rep0.json,.json,277,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
97,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_29_rep0.json,retail_29_rep0.json,.json,220,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
98,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_58_rep1.json,retail_58_rep1.json,.json,231,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
99,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_45_rep1.json,retail_45_rep1.json,.json,273,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
100,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_33_rep1.json,airline_33_rep1.json,.json,228,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
101,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_48_rep0.json,retail_48_rep0.json,.json,258,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
102,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_32_rep1.json,airline_32_rep1.json,.json,277,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
103,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_44_rep1.json,retail_44_rep1.json,.json,195,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
104,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_39_rep0.json,airline_39_rep0.json,.json,230,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
105,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_44_rep0.json,retail_44_rep0.json,.json,195,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
106,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_53_rep1.json,retail_53_rep1.json,.json,242,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
107,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_44_rep1.json,airline_44_rep1.json,.json,317,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
108,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_25_rep0.json,retail_25_rep0.json,.json,290,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
109,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_34_rep0.json,retail_34_rep0.json,.json,321,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
110,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_52_rep0.json,retail_52_rep0.json,.json,427,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
111,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_58_rep0.json,retail_58_rep0.json,.json,231,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
112,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_17_rep0.json,retail_17_rep0.json,.json,216,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
113,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_45_rep0.json,retail_45_rep0.json,.json,273,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
114,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_18_rep1.json,retail_18_rep1.json,.json,252,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
115,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_51_rep1.json,retail_51_rep1.json,.json,347,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
116,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_39_rep1.json,airline_39_rep1.json,.json,230,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
117,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_61_rep1.json,retail_61_rep1.json,.json,322,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
118,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_53_rep0.json,retail_53_rep0.json,.json,242,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
119,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_12_rep0.json,airline_12_rep0.json,.json,304,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
120,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_11_rep1.json,retail_11_rep1.json,.json,193,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
121,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_11_rep0.json,retail_11_rep0.json,.json,193,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
122,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_25_rep1.json,retail_25_rep1.json,.json,290,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
123,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_61_rep0.json,retail_61_rep0.json,.json,322,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
124,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_44_rep0.json,airline_44_rep0.json,.json,286,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
125,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_48_rep1.json,retail_48_rep1.json,.json,258,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
126,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_51_rep0.json,retail_51_rep0.json,.json,347,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
127,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_52_rep1.json,retail_52_rep1.json,.json,426,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
128,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_18_rep0.json,retail_18_rep0.json,.json,252,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
129,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_14_rep0.json,retail_14_rep0.json,.json,272,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
130,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_29_rep1.json,retail_29_rep1.json,.json,220,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
131,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_34_rep1.json,retail_34_rep1.json,.json,321,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
132,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_14_rep1.json,retail_14_rep1.json,.json,270,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
133,ir_mstu_stage2/data/r8b_attack/payload_cache/retail_17_rep1.json,retail_17_rep1.json,.json,217,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
134,ir_mstu_stage2/data/r8b_attack/payload_cache/airline_33_rep0.json,airline_33_rep0.json,.json,338,2026-09-02,R8,config/frozen/manifest,0,0,0,0,1,
135,ir_mstu_stage2/data/stage2_5/social_style_templates.yaml,social_style_templates.yaml,.yaml,7098,2026-06-13,Stage2.5,other,0,0,0,0,0,
136,ir_mstu_stage2/data/stage2_5b/user_response_library.yaml,user_response_library.yaml,.yaml,1709,2026-06-19,R4,other,0,0,0,0,0,
137,ir_mstu_stage2/data/stage2_5b/task_user_policies.yaml,task_user_policies.yaml,.yaml,18558,2026-06-19,R4,other,0,0,0,0,0,
138,ir_mstu_stage2/data/stage2_5b/social_style_templates_frozen.yaml,social_style_templates_frozen.yaml,.yaml,7098,2026-06-21,R4,other,0,0,0,0,0,
139,ir_mstu_stage2/data/stage2_5b/task_reward_basis.csv,task_reward_basis.csv,.csv,1391,2026-06-16,R4,summary/analysis_table,0,1,0,0,0,
140,ir_mstu_stage2/data/stage2_5b/task_policy_annotations.yaml,task_policy_annotations.yaml,.yaml,25803,2026-06-22,R4,other,0,0,0,0,0,
141,ir_mstu_stage2/data/stage2_5b/candidate_tasks.csv,candidate_tasks.csv,.csv,53272,2026-06-18,R4,summary/analysis_table,0,1,0,0,0,
142,ir_mstu_stage2/data/stage2_5b/calibrated_tasks_frozen.yaml,calibrated_tasks_frozen.yaml,.yaml,1288,2026-06-17,R4,other,0,0,0,0,0,
143,ir_mstu_stage2/data/stage2_5b/candidate_tasks_v1.csv,candidate_tasks_v1.csv,.csv,27916,2026-06-18,R4,summary/analysis_table,0,1,0,0,0,
144,ir_mstu_stage2/data/r6/r7_ipma_conditions_r6fmt.yaml,r7_ipma_conditions_r6fmt.yaml,.yaml,3579,2026-09-02,R7,other,0,0,0,0,0,
145,ir_mstu_stage2/data/r6/r6_tasks.yaml,r6_tasks.yaml,.yaml,84319,2026-09-02,,other,0,0,0,0,0,
146,ir_mstu_stage2/data/r6/r6_task_policy_annotations.yaml,r6_task_policy_annotations.yaml,.yaml,13499,2026-09-02,,other,0,0,0,0,0,
147,ir_mstu_stage2/data/r6/r6_social_style_templates.yaml,r6_social_style_templates.yaml,.yaml,5032,2026-09-02,,other,0,0,0,0,0,
148,ir_mstu_stage2/data/r6/r6_task_user_policies.yaml,r6_task_user_policies.yaml,.yaml,6031,2026-09-02,,other,0,0,0,0,0,
149,ir_mstu_stage2/data/r6/r6_environment_seed_states/seed_states.yaml,seed_states.yaml,.yaml,1341,2026-09-02,,other,0,0,0,0,0,
150,ir_mstu_stage2/data/r8_full_episode/frozen/environment_manifest.json,environment_manifest.json,.json,3124,2026-09-02,R8,config/frozen/manifest,0,0,0,0,0,
151,ir_mstu_stage2/data/r8_full_episode/frozen/task_registry.jsonl,task_registry.jsonl,.jsonl,44377,2026-07-14,R8,other,0,0,0,0,0,
152,ir_mstu_stage2/data/r8_full_episode/frozen/preregistration.json,preregistration.json,.json,1943,2026-09-02,R8,config/frozen/manifest,0,0,0,0,0,
153,ir_mstu_stage2/data/r8_full_episode/frozen/task_manifest.jsonl,task_manifest.jsonl,.jsonl,44377,2026-07-14,R8,other,0,0,0,0,0,
154,ir_mstu_stage2/data/r8_full_episode/frozen/user_condition_registry.json,user_condition_registry.json,.json,876,2026-09-02,R8,config/frozen/manifest,0,0,0,0,0,
155,ir_mstu_stage2/data/r8_full_episode/frozen/metric_registry.json,metric_registry.json,.json,922,2026-09-02,R8,config/frozen/manifest,0,0,0,0,0,
156,ir_mstu_stage2/data/r8_full_episode/frozen/analysis_plan.md,analysis_plan.md,.md,1917,2026-09-02,R8,report/doc,0,0,0,0,0,
157,ir_mstu_stage2/project_archive/README_CN.md,README_CN.md,.md,1723,2026-09-02,,report/doc,0,0,0,0,0,
158,ir_mstu_stage2/project_archive/2026-07-research-packages/r8_c2_paper_evidence_dossier_20260722/build_dossier.py,build_dossier.py,.py,97857,2026-09-02,,analysis_code,0,0,1,0,0,
159,ir_mstu_stage2/project_archive/2026-07-research-packages/r8_c2_paper_evidence_dossier_20260722/R8_C2_PAPER_WRITING_EVIDENCE_DOSSIER_ZH.md,R8_C2_PAPER_WRITING_EVIDENCE_DOSSIER_ZH.md,.md,109185,2026-09-02,,report/doc,0,0,0,0,0,
160,ir_mstu_stage2/project_archive/2026-07-research-packages/r8_c2_paper_evidence_dossier_20260722/R8_C2_DOSSIER_VALIDATION_REPORT.md,R8_C2_DOSSIER_VALIDATION_REPORT.md,.md,2498,2026-09-02,,report/doc,0,0,0,0,0,
