episode_id,batch,benchmark,model,task_id,task_type,family,condition,repeat,success,outcome_class,infra_failure,total_tool_calls,verification_depth,reads_before_first_mutation,first_state_changing_step,clarification_turns,no_state_change,verification_effort,total_verification_calls,duplicate_reads,alternative_evidence_calls,min_prereq_verification_calls,min_viable_total_verification_calls,n_interventions,mean_selector_score,mean_intervention_tokens
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C4|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C4,1,1,correct_endpoint,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,5,1,7,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C5|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C5,1,1,correct_endpoint,0,19,2.0,2,2,0,0,2.2857142857142856,16,4,7,1,7,4,,32
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C0|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C0,2,1,correct_endpoint,0,11,1.0,1,1,0,0,1.1428571428571428,8,1,5,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C1|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C1,2,1,correct_endpoint,0,17,1.0,1,1,0,0,2.0,14,4,6,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C2|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C2,2,0,wrong_state_changing,0,17,1.0,1,1,0,0,2.0,14,4,7,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C3|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C3,2,0,wrong_state_changing,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,6,1,7,4,,7
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C4|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C4,2,1,correct_endpoint,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,5,1,7,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C5|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C5,2,1,correct_endpoint,0,19,2.0,2,2,0,0,2.2857142857142856,16,4,7,1,7,4,,32
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C0|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C0,3,1,correct_endpoint,0,11,1.0,1,1,0,0,1.1428571428571428,8,1,5,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C1|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C1,3,1,correct_endpoint,0,17,1.0,1,1,0,0,2.0,14,4,6,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C2|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C2,3,0,wrong_state_changing,0,17,1.0,1,1,0,0,2.0,14,4,7,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C3|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C3,3,0,wrong_state_changing,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,6,1,7,4,,7
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C4|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C4,3,1,correct_endpoint,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,5,1,7,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C5|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C5,3,1,correct_endpoint,0,19,2.0,2,2,0,0,2.2857142857142856,16,4,7,1,7,4,,32
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C0|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C0,4,1,correct_endpoint,0,11,1.0,1,1,0,0,1.1428571428571428,8,1,5,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C1|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C1,4,1,correct_endpoint,0,17,1.0,1,1,0,0,2.0,14,4,6,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C2|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C2,4,0,wrong_state_changing,0,17,1.0,1,1,0,0,2.0,14,4,7,1,7,0,,
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C3|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C3,4,0,wrong_state_changing,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,6,1,7,4,,7
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C4|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C4,4,1,correct_endpoint,0,15,1.0,1,1,0,0,1.7142857142857142,12,3,5,1,7,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_0|gemma4_31b|C5|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_0,base,compression,C5,4,1,correct_endpoint,0,19,2.0,2,2,0,0,2.2857142857142856,16,4,7,1,7,4,,32
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C0|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C0,3,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,0,,
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C1|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C1,3,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,0,,
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C2|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C2,3,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,0,,
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C3|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C3,3,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,3,,7
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C4|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C4,3,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,3,0.9324,7.67
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C5|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C5,3,1,correct_endpoint,0,6,1.25,5,5,0,0,1.25,5,0,3,4,4,3,,32
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C0|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C0,4,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,0,,
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C1|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C1,4,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,0,,
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C2|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C2,4,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,0,,
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C3|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C3,4,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,3,,7
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C4|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C4,4,1,correct_endpoint,0,7,1.5,6,6,0,0,1.5,6,1,4,4,4,3,0.9324,7.67
confirmatory|bfcl|multi_turn_base_48|gemma4_31b|C5|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_48,base,compression,C5,4,1,correct_endpoint,0,6,1.25,5,5,0,0,1.25,5,0,3,4,4,3,,32
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C0|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C0,3,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,0,,
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C1|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C1,3,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,0,,
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C2|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C2,3,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,0,,
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C3|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C3,3,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,3,,7
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C4|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C4,3,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,3,1.1635,9.33
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C5|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C5,3,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,3,,32
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C0|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C0,4,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,0,,
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C1|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C1,4,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,0,,
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C2|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C2,4,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,0,,
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C3|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C3,4,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,3,,7
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C4|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C4,4,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,3,1.1635,9.33
confirmatory|bfcl|multi_turn_base_29|gemma4_31b|C5|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_29,base,compression,C5,4,0,wrong_state_changing,0,4,1.0,2,2,0,0,1.0,2,0,2,2,2,3,,32
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C0|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C0,0,1,correct_endpoint,0,13,1.0,1,1,1,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C1|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C1,0,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C2|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C2,0,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C3|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C3,0,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,7
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C4|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C4,0,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C5|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C5,0,0,wrong_state_changing,0,10,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,32
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C0|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C0,1,1,correct_endpoint,0,13,1.0,1,1,1,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C1|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C1,1,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C2|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C2,1,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C3|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C3,1,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,7
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C4|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C4,1,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C5|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C5,1,0,wrong_state_changing,0,10,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,32
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C0|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C0,2,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C1|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C1,2,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C2|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C2,2,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C3|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C3,2,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,7
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C4|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C4,2,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C5|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C5,2,0,wrong_state_changing,0,10,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,32
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C0|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C0,3,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C1|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C1,3,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C2|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C2,3,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C3|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C3,3,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,7
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C4|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C4,3,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C5|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C5,3,0,wrong_state_changing,0,10,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,32
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C0|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C0,4,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C1|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C1,4,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C2|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C2,4,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,0,,
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C3|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C3,4,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,7
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C4|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C4,4,1,correct_endpoint,0,13,1.0,1,1,0,0,3.5,7,2,5,1,2,4,1.411,11.25
confirmatory|bfcl|multi_turn_base_68|gemma4_31b|C5|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_68,base,compression,C5,4,0,wrong_state_changing,0,10,1.0,1,1,0,0,3.5,7,2,5,1,2,5,,32
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C0|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C0,3,1,correct_endpoint,0,10,3.0,3,3,0,0,1.75,7,1,6,1,4,0,,
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C1|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C1,3,1,correct_endpoint,0,11,4.0,4,4,0,0,2.0,8,2,6,1,4,0,,
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C2|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C2,3,1,correct_endpoint,0,11,4.0,4,4,0,0,2.0,8,2,6,1,4,0,,
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C3|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C3,3,1,correct_endpoint,0,10,3.0,3,3,0,0,1.75,7,1,6,1,4,4,,7
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C4|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C4,3,1,correct_endpoint,0,11,4.0,4,4,0,0,2.0,8,2,6,1,4,4,1.2377,10
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C5|r3,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C5,3,1,correct_endpoint,0,9,3.0,3,3,0,0,1.5,6,0,6,1,4,4,,32
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C0|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C0,4,1,correct_endpoint,0,10,4.0,4,4,0,0,1.75,7,1,6,1,4,0,,
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C1|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C1,4,1,correct_endpoint,0,11,4.0,4,4,0,0,2.0,8,2,6,1,4,0,,
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C2|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C2,4,1,correct_endpoint,0,11,4.0,4,4,0,0,2.0,8,2,6,1,4,0,,
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C3|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C3,4,1,correct_endpoint,0,10,3.0,3,3,0,0,1.75,7,1,6,1,4,4,,7
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C4|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C4,4,1,correct_endpoint,0,10,3.0,3,3,0,0,1.75,7,1,6,1,4,4,1.2377,10
confirmatory|bfcl|multi_turn_base_5|gemma4_31b|C5|r4,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_5,base,compression,C5,4,1,correct_endpoint,0,9,3.0,3,3,0,0,1.5,6,0,6,1,4,4,,32
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C0|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C0,0,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C1|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C1,0,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C2|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C2,0,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C3|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C3,0,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,4,,7
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C4|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C4,0,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,4,1.0643,8.75
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C5|r0,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C5,0,1,correct_endpoint,0,7,1.5,3,3,0,0,1.3333333333333333,4,0,4,2,3,4,,32
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C0|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C0,1,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C1|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C1,1,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C2|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C2,1,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C3|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C3,1,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,4,,7
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C4|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C4,1,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,4,1.0643,8.75
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C5|r1,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C5,1,1,correct_endpoint,0,7,1.5,3,3,0,0,1.3333333333333333,4,0,4,2,3,4,,32
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C0|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C0,2,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C1|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C1,2,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
confirmatory|bfcl|multi_turn_base_22|gemma4_31b|C2|r2,r9v1_clean,bfcl,gemma4_31b,multi_turn_base_22,base,compression,C2,2,1,correct_endpoint,0,6,1.0,2,2,0,0,1.0,3,0,3,2,3,0,,
